t(ticks)	;	nlug	;	id_viat	;	observ
77618	;	49	;	1163	;	estacionamento
77653	;	50	;	1163	;	saida
77676	;	49	;	1199	;	estacionamento
77705	;	50	;	1199	;	saida
77727	;	49	;	1229	;	estacionamento
77761	;	50	;	1229	;	saida
77785	;	49	;	1169	;	estacionamento
77829	;	50	;	1169	;	saida
77851	;	49	;	1175	;	estacionamento
77885	;	50	;	1175	;	saida
77907	;	49	;	1192	;	estacionamento
77927	;	50	;	1192	;	saida
77949	;	49	;	1174	;	estacionamento
77979	;	50	;	1174	;	saida
78001	;	49	;	1185	;	estacionamento
78045	;	50	;	1185	;	saida
78067	;	49	;	1207	;	estacionamento
78122	;	50	;	1207	;	saida
78147	;	49	;	1162	;	estacionamento
78191	;	50	;	1162	;	saida
78213	;	49	;	1171	;	estacionamento
78263	;	50	;	1171	;	saida
78284	;	49	;	1181	;	estacionamento
78299	;	50	;	1181	;	saida
78317	;	49	;	1183	;	estacionamento
78362	;	50	;	1183	;	saida
78380	;	49	;	1191	;	estacionamento
78390	;	50	;	1191	;	saida
78409	;	49	;	1194	;	estacionamento
78433	;	50	;	1194	;	saida
78452	;	49	;	1223	;	estacionamento
78476	;	50	;	1223	;	saida
78496	;	49	;	1195	;	estacionamento
78510	;	50	;	1195	;	saida
78529	;	49	;	1196	;	estacionamento
78553	;	50	;	1196	;	saida
78572	;	49	;	1198	;	estacionamento
78596	;	50	;	1198	;	saida
78614	;	49	;	1201	;	estacionamento
78643	;	50	;	1201	;	saida
78661	;	49	;	1219	;	estacionamento
78695	;	50	;	1219	;	saida
78713	;	49	;	1158	;	estacionamento
78767	;	50	;	1158	;	saida
78785	;	49	;	1160	;	estacionamento
78811	;	50	;	1160	;	saida
78832	;	49	;	1161	;	estacionamento
78856	;	50	;	1161	;	saida
78874	;	49	;	1167	;	estacionamento
78898	;	50	;	1167	;	saida
78918	;	49	;	1176	;	estacionamento
78947	;	50	;	1176	;	saida
78965	;	49	;	1177	;	estacionamento
79004	;	50	;	1177	;	saida
79022	;	49	;	1180	;	estacionamento
79041	;	50	;	1180	;	saida
79059	;	49	;	1188	;	estacionamento
79098	;	50	;	1188	;	saida
79116	;	49	;	1212	;	estacionamento
79179	;	50	;	1212	;	saida
79200	;	49	;	1216	;	estacionamento
79214	;	50	;	1216	;	saida
79232	;	49	;	1218	;	estacionamento
79241	;	50	;	1218	;	saida
79259	;	49	;	1230	;	estacionamento
79292	;	50	;	1230	;	saida
79311	;	49	;	1237	;	estacionamento
79340	;	50	;	1237	;	saida
79358	;	49	;	1182	;	estacionamento
79412	;	50	;	1182	;	saida
79430	;	49	;	1211	;	estacionamento
79437	;	50	;	1211	;	saida
79455	;	49	;	1159	;	estacionamento
79499	;	50	;	1159	;	saida
79539	;	49	;	1164	;	estacionamento
79594	;	50	;	1164	;	saida
79612	;	49	;	1165	;	estacionamento
79656	;	50	;	1165	;	saida
79674	;	49	;	1166	;	estacionamento
79711	;	50	;	1166	;	saida
79729	;	49	;	1170	;	estacionamento
79758	;	50	;	1170	;	saida
79776	;	49	;	1173	;	estacionamento
79810	;	50	;	1173	;	saida
79827	;	49	;	1179	;	estacionamento
79866	;	50	;	1179	;	saida
79883	;	49	;	1186	;	estacionamento
79912	;	50	;	1186	;	saida
79930	;	49	;	1193	;	estacionamento
79958	;	50	;	1193	;	saida
79975	;	49	;	1197	;	estacionamento
79983	;	50	;	1197	;	saida
80001	;	49	;	1202	;	estacionamento
80025	;	50	;	1202	;	saida
80043	;	49	;	1204	;	estacionamento
80077	;	50	;	1204	;	saida
80095	;	49	;	1214	;	estacionamento
80148	;	50	;	1214	;	saida
80167	;	49	;	1227	;	estacionamento
80189	;	50	;	1227	;	saida
80210	;	49	;	1228	;	estacionamento
80264	;	50	;	1228	;	saida
80284	;	49	;	1231	;	estacionamento
80321	;	50	;	1231	;	saida
80339	;	49	;	1236	;	estacionamento
80361	;	50	;	1236	;	saida
80388	;	49	;	1239	;	estacionamento
80436	;	50	;	1239	;	saida
80459	;	49	;	1240	;	estacionamento
80466	;	50	;	1240	;	saida
80489	;	49	;	1241	;	estacionamento
80518	;	50	;	1241	;	saida
80543	;	49	;	1242	;	estacionamento
80557	;	50	;	1242	;	saida
80583	;	49	;	1243	;	estacionamento
80631	;	50	;	1243	;	saida
80653	;	49	;	1244	;	estacionamento
80665	;	50	;	1244	;	saida
80690	;	49	;	1245	;	estacionamento
80734	;	50	;	1245	;	saida
80762	;	49	;	1246	;	estacionamento
80786	;	50	;	1246	;	saida
80805	;	49	;	1247	;	estacionamento
80828	;	50	;	1247	;	saida
80850	;	49	;	1248	;	estacionamento
80898	;	50	;	1248	;	saida
80926	;	49	;	1249	;	estacionamento
80935	;	50	;	1249	;	saida
80959	;	49	;	1250	;	estacionamento
80968	;	50	;	1250	;	saida
80988	;	49	;	1251	;	estacionamento
81002	;	50	;	1251	;	saida
81023	;	49	;	1252	;	estacionamento
81036	;	50	;	1252	;	saida
81063	;	49	;	1253	;	estacionamento
81101	;	50	;	1253	;	saida
81124	;	49	;	1254	;	estacionamento
81146	;	50	;	1254	;	saida
81167	;	49	;	1255	;	estacionamento
81220	;	50	;	1255	;	saida
81240	;	49	;	1256	;	estacionamento
81258	;	50	;	1256	;	saida
81291	;	49	;	1257	;	estacionamento
81319	;	50	;	1257	;	saida
81344	;	49	;	1258	;	estacionamento
81367	;	50	;	1258	;	saida
81392	;	49	;	1259	;	estacionamento
81410	;	50	;	1259	;	saida
81432	;	49	;	1260	;	estacionamento
81477	;	50	;	1260	;	saida
81502	;	49	;	1261	;	estacionamento
81514	;	50	;	1261	;	saida
81539	;	49	;	1262	;	estacionamento
81571	;	50	;	1262	;	saida
81596	;	49	;	1263	;	estacionamento
81614	;	50	;	1263	;	saida
81638	;	49	;	1264	;	estacionamento
81691	;	50	;	1264	;	saida
81718	;	49	;	1265	;	estacionamento
81737	;	50	;	1265	;	saida
81759	;	49	;	1266	;	estacionamento
81767	;	50	;	1266	;	saida
81792	;	49	;	1267	;	estacionamento
81830	;	50	;	1267	;	saida
81855	;	49	;	1268	;	estacionamento
81908	;	50	;	1268	;	saida
81928	;	49	;	1269	;	estacionamento
81961	;	50	;	1269	;	saida
81987	;	49	;	1270	;	estacionamento
82030	;	50	;	1270	;	saida
82055	;	49	;	1271	;	estacionamento
82098	;	50	;	1271	;	saida
82124	;	49	;	1272	;	estacionamento
82168	;	50	;	1272	;	saida
82192	;	49	;	1273	;	estacionamento
82200	;	50	;	1273	;	saida
82222	;	49	;	1274	;	estacionamento
82250	;	50	;	1274	;	saida
82275	;	49	;	1275	;	estacionamento
82293	;	50	;	1275	;	saida
82324	;	49	;	1276	;	estacionamento
82337	;	50	;	1276	;	saida
82362	;	49	;	1277	;	estacionamento
82400	;	50	;	1277	;	saida
82425	;	49	;	1278	;	estacionamento
82445	;	50	;	1278	;	saida
82465	;	49	;	1279	;	estacionamento
82513	;	50	;	1279	;	saida
82539	;	49	;	1280	;	estacionamento
82561	;	50	;	1280	;	saida
82581	;	49	;	1281	;	estacionamento
82604	;	50	;	1281	;	saida
82638	;	49	;	1282	;	estacionamento
82681	;	50	;	1282	;	saida
82707	;	49	;	1283	;	estacionamento
82760	;	50	;	1283	;	saida
82785	;	49	;	1284	;	estacionamento
82829	;	50	;	1284	;	saida
82853	;	49	;	1285	;	estacionamento
82881	;	50	;	1285	;	saida
82906	;	49	;	1286	;	estacionamento
82945	;	50	;	1286	;	saida
82966	;	49	;	1287	;	estacionamento
83004	;	50	;	1287	;	saida
83029	;	49	;	1288	;	estacionamento
83038	;	50	;	1288	;	saida
83062	;	49	;	1289	;	estacionamento
83095	;	50	;	1289	;	saida
83120	;	49	;	1290	;	estacionamento
83173	;	50	;	1290	;	saida
83195	;	49	;	1291	;	estacionamento
83248	;	50	;	1291	;	saida
83269	;	49	;	1292	;	estacionamento
83297	;	50	;	1292	;	saida
83316	;	49	;	1293	;	estacionamento
83339	;	50	;	1293	;	saida
83373	;	49	;	1294	;	estacionamento
83422	;	50	;	1294	;	saida
83447	;	49	;	1295	;	estacionamento
83462	;	50	;	1295	;	saida
83481	;	49	;	1296	;	estacionamento
83495	;	50	;	1296	;	saida
83522	;	49	;	1297	;	estacionamento
83530	;	50	;	1297	;	saida
83555	;	49	;	1298	;	estacionamento
83603	;	50	;	1298	;	saida
83629	;	49	;	1299	;	estacionamento
83653	;	50	;	1299	;	saida
83672	;	49	;	1300	;	estacionamento
83680	;	50	;	1300	;	saida
83700	;	49	;	1301	;	estacionamento
83717	;	50	;	1301	;	saida
83751	;	49	;	1302	;	estacionamento
83789	;	50	;	1302	;	saida
83814	;	49	;	1303	;	estacionamento
83867	;	50	;	1303	;	saida
83892	;	49	;	1304	;	estacionamento
83924	;	50	;	1304	;	saida
83958	;	49	;	1305	;	estacionamento
83971	;	50	;	1305	;	saida
84001	;	49	;	1306	;	estacionamento
84014	;	50	;	1306	;	saida
84034	;	49	;	1307	;	estacionamento
84057	;	50	;	1307	;	saida
84081	;	49	;	1308	;	estacionamento
84130	;	50	;	1308	;	saida
84157	;	49	;	1309	;	estacionamento
84196	;	50	;	1309	;	saida
84212	;	49	;	1310	;	estacionamento
84259	;	50	;	1310	;	saida
84283	;	49	;	1311	;	estacionamento
84326	;	50	;	1311	;	saida
84356	;	49	;	1312	;	estacionamento
84370	;	50	;	1312	;	saida
84390	;	49	;	1313	;	estacionamento
84429	;	50	;	1313	;	saida
84460	;	49	;	1314	;	estacionamento
84479	;	50	;	1314	;	saida
84498	;	49	;	1315	;	estacionamento
84546	;	50	;	1315	;	saida
84574	;	49	;	1316	;	estacionamento
84592	;	50	;	1316	;	saida
84617	;	49	;	1317	;	estacionamento
84666	;	50	;	1317	;	saida
84685	;	49	;	1318	;	estacionamento
84704	;	50	;	1318	;	saida
84728	;	49	;	1319	;	estacionamento
84766	;	50	;	1319	;	saida
84791	;	49	;	1320	;	estacionamento
84829	;	50	;	1320	;	saida
84864	;	49	;	1321	;	estacionamento
84899	;	50	;	1321	;	saida
84918	;	49	;	1322	;	estacionamento
84936	;	50	;	1322	;	saida
84961	;	49	;	1323	;	estacionamento
84989	;	50	;	1323	;	saida
85013	;	49	;	1324	;	estacionamento
85047	;	50	;	1324	;	saida
85071	;	49	;	1325	;	estacionamento
85104	;	50	;	1325	;	saida
85129	;	49	;	1326	;	estacionamento
85162	;	50	;	1326	;	saida
85184	;	49	;	1327	;	estacionamento
85238	;	50	;	1327	;	saida
85261	;	49	;	1328	;	estacionamento
85300	;	50	;	1328	;	saida
85324	;	49	;	1329	;	estacionamento
85363	;	50	;	1329	;	saida
85393	;	49	;	1330	;	estacionamento
85422	;	50	;	1330	;	saida
85441	;	49	;	1331	;	estacionamento
85449	;	50	;	1331	;	saida
85474	;	49	;	1332	;	estacionamento
85527	;	50	;	1332	;	saida
85551	;	49	;	1333	;	estacionamento
85604	;	50	;	1333	;	saida
85629	;	49	;	1334	;	estacionamento
85677	;	50	;	1334	;	saida
85701	;	49	;	1335	;	estacionamento
85719	;	50	;	1335	;	saida
85744	;	49	;	1336	;	estacionamento
85758	;	50	;	1336	;	saida
85774	;	49	;	1337	;	estacionamento
85822	;	50	;	1337	;	saida
85848	;	49	;	1338	;	estacionamento
85896	;	50	;	1338	;	saida
85921	;	49	;	1339	;	estacionamento
85965	;	50	;	1339	;	saida
85989	;	49	;	1340	;	estacionamento
86013	;	50	;	1340	;	saida
86037	;	49	;	1341	;	estacionamento
86076	;	50	;	1341	;	saida
86100	;	49	;	1342	;	estacionamento
86119	;	50	;	1342	;	saida
86166	;	49	;	1343	;	estacionamento
86195	;	50	;	1343	;	saida
86225	;	49	;	1344	;	estacionamento
86240	;	50	;	1344	;	saida
86265	;	49	;	1345	;	estacionamento
86278	;	50	;	1345	;	saida
86302	;	49	;	1346	;	estacionamento
86346	;	50	;	1346	;	saida
86393	;	49	;	1347	;	estacionamento
86418	;	50	;	1347	;	saida
86443	;	49	;	1348	;	estacionamento
86472	;	50	;	1348	;	saida
86496	;	49	;	1349	;	estacionamento
86540	;	50	;	1349	;	saida
86565	;	49	;	1350	;	estacionamento
86614	;	50	;	1350	;	saida
86638	;	49	;	1351	;	estacionamento
86682	;	50	;	1351	;	saida
86706	;	49	;	1352	;	estacionamento
86760	;	50	;	1352	;	saida
86784	;	49	;	1353	;	estacionamento
86838	;	50	;	1353	;	saida
86859	;	49	;	1354	;	estacionamento
86883	;	50	;	1354	;	saida
86916	;	49	;	1355	;	estacionamento
86966	;	50	;	1355	;	saida
86985	;	49	;	1356	;	estacionamento
87034	;	50	;	1356	;	saida
87058	;	49	;	1357	;	estacionamento
87066	;	50	;	1357	;	saida
87091	;	49	;	1358	;	estacionamento
87130	;	50	;	1358	;	saida
87159	;	49	;	1359	;	estacionamento
87178	;	50	;	1359	;	saida
87202	;	49	;	1360	;	estacionamento
87225	;	50	;	1360	;	saida
87245	;	49	;	1361	;	estacionamento
87268	;	50	;	1361	;	saida
87299	;	49	;	1362	;	estacionamento
87328	;	50	;	1362	;	saida
87352	;	49	;	1363	;	estacionamento
87394	;	50	;	1363	;	saida
87418	;	49	;	1364	;	estacionamento
87471	;	50	;	1364	;	saida
87496	;	49	;	1365	;	estacionamento
87510	;	50	;	1365	;	saida
87529	;	49	;	1366	;	estacionamento
87577	;	50	;	1366	;	saida
87604	;	49	;	1367	;	estacionamento
87617	;	50	;	1367	;	saida
87636	;	49	;	1368	;	estacionamento
87685	;	50	;	1368	;	saida
87706	;	49	;	1369	;	estacionamento
87718	;	50	;	1369	;	saida
87740	;	49	;	1370	;	estacionamento
87792	;	50	;	1370	;	saida
87814	;	49	;	1371	;	estacionamento
87837	;	50	;	1371	;	saida
87858	;	49	;	1372	;	estacionamento
87876	;	50	;	1372	;	saida
87897	;	49	;	1373	;	estacionamento
87905	;	50	;	1373	;	saida
87926	;	49	;	1374	;	estacionamento
87943	;	50	;	1374	;	saida
87964	;	49	;	1375	;	estacionamento
87976	;	50	;	1375	;	saida
87996	;	49	;	1376	;	estacionamento
88004	;	50	;	1376	;	saida
88024	;	49	;	1377	;	estacionamento
88057	;	50	;	1377	;	saida
88096	;	49	;	1378	;	estacionamento
88119	;	50	;	1378	;	saida
88139	;	49	;	1379	;	estacionamento
88187	;	50	;	1379	;	saida
88207	;	49	;	1380	;	estacionamento
88250	;	50	;	1380	;	saida
88271	;	49	;	1381	;	estacionamento
88289	;	50	;	1381	;	saida
88310	;	49	;	1382	;	estacionamento
88357	;	50	;	1382	;	saida
88381	;	49	;	1383	;	estacionamento
88419	;	50	;	1383	;	saida
88442	;	49	;	1384	;	estacionamento
88489	;	50	;	1384	;	saida
88509	;	49	;	1385	;	estacionamento
88527	;	50	;	1385	;	saida
88568	;	49	;	1386	;	estacionamento
88586	;	50	;	1386	;	saida
88608	;	49	;	1387	;	estacionamento
88635	;	50	;	1387	;	saida
88656	;	49	;	1388	;	estacionamento
88673	;	50	;	1388	;	saida
88693	;	49	;	1389	;	estacionamento
88710	;	50	;	1389	;	saida
88732	;	49	;	1390	;	estacionamento
88739	;	50	;	1390	;	saida
88759	;	49	;	1391	;	estacionamento
88812	;	50	;	1391	;	saida
88832	;	49	;	1392	;	estacionamento
88857	;	50	;	1392	;	saida
88881	;	49	;	1393	;	estacionamento
88918	;	50	;	1393	;	saida
88940	;	49	;	1394	;	estacionamento
88992	;	50	;	1394	;	saida
89012	;	49	;	1395	;	estacionamento
89065	;	50	;	1395	;	saida
89085	;	49	;	1396	;	estacionamento
89102	;	50	;	1396	;	saida
89122	;	49	;	1397	;	estacionamento
89159	;	50	;	1397	;	saida
89179	;	49	;	1398	;	estacionamento
89191	;	50	;	1398	;	saida
89211	;	49	;	1399	;	estacionamento
89274	;	50	;	1399	;	saida
89298	;	49	;	1400	;	estacionamento
89335	;	50	;	1400	;	saida
89355	;	49	;	1401	;	estacionamento
89398	;	50	;	1401	;	saida
89419	;	49	;	1402	;	estacionamento
89462	;	50	;	1402	;	saida
89481	;	49	;	1403	;	estacionamento
89503	;	50	;	1403	;	saida
89523	;	49	;	1404	;	estacionamento
89535	;	50	;	1404	;	saida
89555	;	49	;	1405	;	estacionamento
89587	;	50	;	1405	;	saida
89609	;	49	;	1406	;	estacionamento
89631	;	50	;	1406	;	saida
89651	;	49	;	1407	;	estacionamento
89703	;	50	;	1407	;	saida
89723	;	49	;	1408	;	estacionamento
89740	;	50	;	1408	;	saida
89760	;	49	;	1409	;	estacionamento
89772	;	50	;	1409	;	saida
89792	;	49	;	1410	;	estacionamento
89839	;	50	;	1410	;	saida
89859	;	49	;	1411	;	estacionamento
89886	;	50	;	1411	;	saida
89906	;	49	;	1412	;	estacionamento
89943	;	50	;	1412	;	saida
89963	;	49	;	1413	;	estacionamento
90000	;	50	;	1413	;	saida
90025	;	49	;	1414	;	estacionamento
90051	;	50	;	1414	;	saida
90071	;	49	;	1415	;	estacionamento
90102	;	50	;	1415	;	saida
90122	;	49	;	1416	;	estacionamento
90144	;	50	;	1416	;	saida
90163	;	49	;	1417	;	estacionamento
90185	;	50	;	1417	;	saida
90204	;	49	;	1418	;	estacionamento
90216	;	50	;	1418	;	saida
90235	;	49	;	1419	;	estacionamento
90282	;	50	;	1419	;	saida
90305	;	49	;	1420	;	estacionamento
90352	;	50	;	1420	;	saida
90373	;	49	;	1421	;	estacionamento
90410	;	50	;	1421	;	saida
90433	;	49	;	1422	;	estacionamento
90475	;	50	;	1422	;	saida
91026	;	49	;	1462	;	estacionamento
91050	;	50	;	1462	;	saida
91072	;	49	;	1477	;	estacionamento
91091	;	50	;	1477	;	saida
91109	;	49	;	1475	;	estacionamento
91157	;	50	;	1475	;	saida
91174	;	49	;	1440	;	estacionamento
91207	;	50	;	1440	;	saida
91224	;	49	;	1444	;	estacionamento
91267	;	50	;	1444	;	saida
91289	;	49	;	1456	;	estacionamento
91313	;	50	;	1456	;	saida
91335	;	49	;	1459	;	estacionamento
91378	;	50	;	1459	;	saida
91398	;	49	;	1461	;	estacionamento
91406	;	50	;	1461	;	saida
91453	;	49	;	1472	;	estacionamento
91496	;	50	;	1472	;	saida
91517	;	49	;	1478	;	estacionamento
91535	;	50	;	1478	;	saida
91556	;	49	;	1450	;	estacionamento
91609	;	50	;	1450	;	saida
91630	;	49	;	1435	;	estacionamento
91638	;	50	;	1435	;	saida
91660	;	49	;	1471	;	estacionamento
91712	;	50	;	1471	;	saida
91733	;	49	;	1441	;	estacionamento
91761	;	50	;	1441	;	saida
91783	;	49	;	1447	;	estacionamento
91810	;	50	;	1447	;	saida
91843	;	49	;	1464	;	estacionamento
91877	;	50	;	1464	;	saida
91900	;	49	;	1446	;	estacionamento
91923	;	50	;	1446	;	saida
91944	;	49	;	1457	;	estacionamento
91997	;	50	;	1457	;	saida
92018	;	49	;	1479	;	estacionamento
92035	;	50	;	1479	;	saida
92055	;	49	;	1428	;	estacionamento
92063	;	50	;	1428	;	saida
92084	;	49	;	1434	;	estacionamento
92092	;	50	;	1434	;	saida
92113	;	49	;	1443	;	estacionamento
92131	;	50	;	1443	;	saida
92152	;	49	;	1453	;	estacionamento
92170	;	50	;	1453	;	saida
92191	;	49	;	1455	;	estacionamento
92214	;	50	;	1455	;	saida
92235	;	49	;	1463	;	estacionamento
92243	;	50	;	1463	;	saida
92266	;	49	;	1466	;	estacionamento
92279	;	50	;	1466	;	saida
92300	;	49	;	1467	;	estacionamento
92338	;	50	;	1467	;	saida
92359	;	49	;	1468	;	estacionamento
92412	;	50	;	1468	;	saida
92433	;	49	;	1470	;	estacionamento
92466	;	50	;	1470	;	saida
92487	;	49	;	1473	;	estacionamento
92534	;	50	;	1473	;	saida
92555	;	49	;	1423	;	estacionamento
92588	;	50	;	1423	;	saida
92609	;	49	;	1427	;	estacionamento
92632	;	50	;	1427	;	saida
92655	;	49	;	1429	;	estacionamento
92693	;	50	;	1429	;	saida
92717	;	49	;	1430	;	estacionamento
92765	;	50	;	1430	;	saida
92786	;	49	;	1432	;	estacionamento
92804	;	50	;	1432	;	saida
92825	;	49	;	1433	;	estacionamento
92873	;	50	;	1433	;	saida
92894	;	49	;	1439	;	estacionamento
92906	;	50	;	1439	;	saida
92927	;	49	;	1448	;	estacionamento
92969	;	50	;	1448	;	saida
92990	;	49	;	1449	;	estacionamento
93002	;	50	;	1449	;	saida
93022	;	49	;	1452	;	estacionamento
93029	;	50	;	1452	;	saida
93050	;	49	;	1460	;	estacionamento
93057	;	50	;	1460	;	saida
93077	;	49	;	1454	;	estacionamento
93124	;	50	;	1454	;	saida
93147	;	49	;	1424	;	estacionamento
93154	;	50	;	1424	;	saida
93176	;	49	;	1425	;	estacionamento
93223	;	50	;	1425	;	saida
93269	;	49	;	1426	;	estacionamento
93282	;	50	;	1426	;	saida
93304	;	49	;	1431	;	estacionamento
93326	;	50	;	1431	;	saida
93347	;	49	;	1436	;	estacionamento
93364	;	50	;	1436	;	saida
93385	;	49	;	1437	;	estacionamento
93397	;	50	;	1437	;	saida
93418	;	49	;	1438	;	estacionamento
93425	;	50	;	1438	;	saida
93447	;	49	;	1442	;	estacionamento
93454	;	50	;	1442	;	saida
93475	;	49	;	1445	;	estacionamento
93527	;	50	;	1445	;	saida
93551	;	49	;	1451	;	estacionamento
93588	;	50	;	1451	;	saida
93610	;	49	;	1458	;	estacionamento
93627	;	50	;	1458	;	saida
93647	;	49	;	1465	;	estacionamento
93694	;	50	;	1465	;	saida
93714	;	49	;	1469	;	estacionamento
93756	;	50	;	1469	;	saida
93776	;	49	;	1474	;	estacionamento
93809	;	50	;	1474	;	saida
93829	;	49	;	1476	;	estacionamento
93866	;	50	;	1476	;	saida
96594	;	49	;	1499	;	estacionamento
96658	;	50	;	1499	;	saida
96689	;	49	;	1500	;	estacionamento
96715	;	50	;	1500	;	saida
96744	;	49	;	1505	;	estacionamento
96770	;	50	;	1505	;	saida
96798	;	49	;	1506	;	estacionamento
96829	;	50	;	1506	;	saida
96858	;	49	;	1554	;	estacionamento
96874	;	50	;	1554	;	saida
96906	;	49	;	1485	;	estacionamento
96943	;	50	;	1485	;	saida
96975	;	49	;	1501	;	estacionamento
96994	;	50	;	1501	;	saida
97026	;	49	;	1483	;	estacionamento
97041	;	50	;	1483	;	saida
97073	;	49	;	1484	;	estacionamento
97093	;	50	;	1484	;	saida
97123	;	49	;	1488	;	estacionamento
97158	;	50	;	1488	;	saida
97190	;	49	;	1502	;	estacionamento
97245	;	50	;	1502	;	saida
97277	;	49	;	1503	;	estacionamento
97333	;	50	;	1503	;	saida
97365	;	49	;	1572	;	estacionamento
97395	;	50	;	1572	;	saida
97427	;	49	;	1487	;	estacionamento
97467	;	50	;	1487	;	saida
97509	;	49	;	1507	;	estacionamento
97534	;	50	;	1507	;	saida
97566	;	49	;	1496	;	estacionamento
97615	;	50	;	1496	;	saida
97646	;	49	;	1508	;	estacionamento
97670	;	50	;	1508	;	saida
97701	;	49	;	1566	;	estacionamento
97762	;	50	;	1566	;	saida
97793	;	49	;	1550	;	estacionamento
97855	;	50	;	1550	;	saida
97886	;	49	;	1486	;	estacionamento
97927	;	50	;	1486	;	saida
97959	;	49	;	1482	;	estacionamento
98000	;	50	;	1482	;	saida
98031	;	49	;	1480	;	estacionamento
98075	;	50	;	1480	;	saida
98117	;	49	;	1497	;	estacionamento
98131	;	50	;	1497	;	saida
98162	;	49	;	1493	;	estacionamento
98191	;	50	;	1493	;	saida
98223	;	49	;	1494	;	estacionamento
98283	;	50	;	1494	;	saida
98313	;	49	;	1495	;	estacionamento
98332	;	50	;	1495	;	saida
98363	;	49	;	1498	;	estacionamento
98413	;	50	;	1498	;	saida
98442	;	49	;	1504	;	estacionamento
98463	;	50	;	1504	;	saida
98493	;	49	;	1533	;	estacionamento
98538	;	50	;	1533	;	saida
98568	;	49	;	1513	;	estacionamento
98626	;	50	;	1513	;	saida
98657	;	49	;	1529	;	estacionamento
98700	;	50	;	1529	;	saida
98731	;	49	;	1567	;	estacionamento
98745	;	50	;	1567	;	saida
98775	;	49	;	1532	;	estacionamento
98833	;	50	;	1532	;	saida
98864	;	49	;	1569	;	estacionamento
98913	;	50	;	1569	;	saida
98944	;	49	;	1538	;	estacionamento
98978	;	50	;	1538	;	saida
99010	;	49	;	1544	;	estacionamento
99031	;	50	;	1544	;	saida
99062	;	49	;	1539	;	estacionamento
99096	;	50	;	1539	;	saida
99127	;	49	;	1557	;	estacionamento
99150	;	50	;	1557	;	saida
99180	;	49	;	1514	;	estacionamento
99240	;	50	;	1514	;	saida
99273	;	49	;	1526	;	estacionamento
99312	;	50	;	1526	;	saida
99343	;	49	;	1563	;	estacionamento
99387	;	50	;	1563	;	saida
99417	;	49	;	1520	;	estacionamento
99433	;	50	;	1520	;	saida
99462	;	49	;	1524	;	estacionamento
99487	;	50	;	1524	;	saida
99518	;	49	;	1528	;	estacionamento
99551	;	50	;	1528	;	saida
99581	;	49	;	1565	;	estacionamento
99621	;	50	;	1565	;	saida
99653	;	49	;	1518	;	estacionamento
99689	;	50	;	1518	;	saida
99718	;	49	;	1545	;	estacionamento
99767	;	50	;	1545	;	saida
99797	;	49	;	1573	;	estacionamento
99857	;	50	;	1573	;	saida
99900	;	49	;	1560	;	estacionamento
99959	;	50	;	1560	;	saida
99992	;	49	;	1551	;	estacionamento
100042	;	50	;	1551	;	saida
100072	;	49	;	1531	;	estacionamento
100085	;	50	;	1531	;	saida
100115	;	49	;	1522	;	estacionamento
100154	;	50	;	1522	;	saida
100183	;	49	;	1556	;	estacionamento
100200	;	50	;	1556	;	saida
100231	;	49	;	1553	;	estacionamento
100266	;	50	;	1553	;	saida
100296	;	49	;	1523	;	estacionamento
100326	;	50	;	1523	;	saida
100356	;	49	;	1510	;	estacionamento
100390	;	50	;	1510	;	saida
100420	;	49	;	1552	;	estacionamento
100474	;	50	;	1552	;	saida
100505	;	49	;	1521	;	estacionamento
100549	;	50	;	1521	;	saida
100580	;	49	;	1515	;	estacionamento
100618	;	50	;	1515	;	saida
100649	;	49	;	1570	;	estacionamento
100672	;	50	;	1570	;	saida
100703	;	49	;	1530	;	estacionamento
100761	;	50	;	1530	;	saida
100811	;	49	;	1536	;	estacionamento
100854	;	50	;	1536	;	saida
100885	;	49	;	1512	;	estacionamento
100918	;	50	;	1512	;	saida
100949	;	49	;	1564	;	estacionamento
100972	;	50	;	1564	;	saida
101002	;	49	;	1559	;	estacionamento
101056	;	50	;	1559	;	saida
101098	;	49	;	1525	;	estacionamento
101142	;	50	;	1525	;	saida
101172	;	49	;	1548	;	estacionamento
101206	;	50	;	1548	;	saida
101237	;	49	;	1542	;	estacionamento
101268	;	50	;	1542	;	saida
101298	;	49	;	1562	;	estacionamento
101322	;	50	;	1562	;	saida
101354	;	49	;	1540	;	estacionamento
101368	;	50	;	1540	;	saida
101398	;	49	;	1549	;	estacionamento
101412	;	50	;	1549	;	saida
101442	;	49	;	1516	;	estacionamento
101486	;	50	;	1516	;	saida
101516	;	49	;	1527	;	estacionamento
101559	;	50	;	1527	;	saida
101590	;	49	;	1535	;	estacionamento
101614	;	50	;	1535	;	saida
101653	;	49	;	1558	;	estacionamento
101707	;	50	;	1558	;	saida
101736	;	49	;	1547	;	estacionamento
101784	;	50	;	1547	;	saida
101813	;	49	;	1543	;	estacionamento
101837	;	50	;	1543	;	saida
101865	;	49	;	1546	;	estacionamento
101923	;	50	;	1546	;	saida
101952	;	49	;	1509	;	estacionamento
101996	;	50	;	1509	;	saida
102025	;	49	;	1511	;	estacionamento
102063	;	50	;	1511	;	saida
102092	;	49	;	1517	;	estacionamento
102151	;	50	;	1517	;	saida
102181	;	49	;	1519	;	estacionamento
102240	;	50	;	1519	;	saida
102271	;	49	;	1541	;	estacionamento
102300	;	50	;	1541	;	saida
102330	;	49	;	1534	;	estacionamento
